,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
103,,Canada,ef,2020-03-12,,"Voluntary home quarantine (""self-isolation"") is recommended for an asymptomatic person, when they have a high risk of exposure to the virus that causes COVID-19, (i.e., through close contact with a symptomatic person or their body fluids). They are asked to self- isolate in the home-setting to avoid contact with others in order to prevent transmission of the virus at the earliest stage of illness (i.e., should they develop COVID-19).",,,,,,social distancing advice,,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/public-health-measures-mitigate-covid-19.html,,,,,,
104,,Canada,ef,2020-03-12,,"Isolation is recommended for a symptomatic individual that is suspected of having, or known to have, COVID-19. They are directed by PHA to isolate themselves in the home-setting and avoid contact with others until PHA has advised that they are no longer considered contagious",,,,,,social distancing advice,,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/public-health-measures-mitigate-covid-19.html,,,,,,
105,,Canada,ef,2020-03-12,,"Refers to hand washing with soap and water or hand sanitizing with alcoholic solutions, gels or tissues to maintain clean hands and fingernails. It should be performed frequently with soap and water for at least 15-20 seconds:
Before and after preparing food;
Before and after eating;
After using the toilet;
After coughing/sneezing into a tissue (or if non compliant with respiratory etiquette);
Before and after using a surgical/procedure mask and after removing gloves;
After handling body fluid-contaminated waste or laundry;
Whenever hands look dirty.
If soap and water are not available, hands can be cleaned with an alcohol-based hand sanitizer (ABHS) that contains at least 60% alcohol, ensuring that all surfaces of the hands are covered (e.g. front and back of hands as well as between fingers) and rubbed together until they feel dry. For visibly soiled hands, soiling should be removed with an alcohol-based hand wipe first, followed by use of ABHS.",,,,,,"individual hygiene, personal hygiene",,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/public-health-measures-mitigate-covid-19.html,,,,,,
106,,Canada,ef,2020-03-20,,Sum of “Confirmed Positive (5); Presumptive Positive (10); Negative (1546),,,,,,testing numbers total,1561.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
107,,Canada,ef,2020-03-19,,"121 confirmed cases; 1 death; 1 person healed; 3,997 people under investigation; 6,331 negative analyzes (cases reversed) (In a previous update the text had indicated that ‘cases reversed’ [cas infirmés] includes “reports that were rejected as they did not meet the definition of COVID-19”)",,,,,,testing numbers total,10451.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
108,,Canada,ef,2020-03-20,,Negative: 13718; Currently under investigation: 5485; Confirmed positive: 301; Resolved: 5; Deceased: 2; Total number of patients approved for COVID-19 testing to date: 19511,,,,,,testing numbers total,19511.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
109,,Canada,ef,2020-03-19,,222 tests performed – all negative,,,,,,testing numbers total,222.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
110,,Canada,ef,2020-03-19,,"The NML tests seem to be used to confirm results found at the provincial level. So in terms of people tested, there is double counting here with the provincial figures. These figures are presented as if total tests were the sum of positive and negative tests. However the figures indicated in the source do not some to the total (628 positive plus 42,157 negative).",,,,,,testing numbers total,54956.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
111,,Canada,ef,2020-03-19,,"To date, 2,561 COVID-19 tests have been performed by RRPL",,,,,,testing numbers total,2561.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
112,,Canada,ef,2020-03-13,,"6,326 individuals tested as of March 13, 2020 “103 confirmed cases” “Case counts are based on available information and are subject to change. “",,,,,,testing numbers total,6326.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
113,,Canada,ef,2020-03-19,,"Completed tests (as of March 19): Negative: 16,867; Positive: 146",,,,,,testing numbers total,17013.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
114,,Canada,ef,2020-03-20,,Number of individuals: Negative test (509); Presumptive Case (4); Confirmed Case (7),,,,,,testing numbers total,520.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
115,,Hong Kong,ef,2020-03-29,,"Hong Kong reports 59 confirmed cases, bringing total to 641 confirmed cases. 43 people have travel history. ",,,,,,case reporting,,https://news.rthk.hk/rthk/ch/component/k2/1517625-20200330.htm,,,,,,
116,,Hong Kong,ef,2020-03-28,,"Kitchee announced on Saturday that all footballers of its first team will self-isolate and be tested for Covid-19, after the spouse of a staffer at the club tested positive for the coronavirus.",,,,,,"contact isolation - no symptoms, voluntary isolation",,https://news.rthk.hk/rthk/en/component/k2/1517483-20200328.htm?,,,,,,
117,,Hong Kong,ef,2020-03-28,,Officers had been put under quarantine after they were classified as close contacts of a policewoman who was confirmed with the coronavirus infection recently. They have been sent to quarantine centres in Fo Tan and Lei Yue Mun.,,,,,,"compulsory isolation, contact isolation - no symptoms, quarantine zone",,https://news.rthk.hk/rthk/en/component/k2/1517465-20200328.htm?,,,,,,
118,,Hong Kong,ef,2020-03-30,,"Three people who broke their quarantine conditions were jailed on Monday. 
Wong breached the quarantine order because he was bored staying indoors and hewas sentenced of six weeks in jail. 
Xie was sentenced to ten days in prison after he was caught trying to cross the border back to the mainland at the Shenzhen Bay crossing. 
A 31-year-old man was jailed for three months for giving a fake address when ordered to self-quarantine after returning from the mainland.",,,,,,"compulsory isolation, quaratine violation, sentence",,https://news.rthk.hk/rthk/en/component/k2/1517714-20200330.htm,,,,,,
119,,Hong Kong,ef,2020-03-27,,"Two medical staff had to be placed in quarantine after a patient they had attended, a 22-year-old policewoman  subsequently tested positive for the new coronavirus and refused to wear face mask.",,,,,,"compulsory isolation, contact isolation - no symptoms",,https://news.rthk.hk/rthk/en/component/k2/1517262-20200327.htm,,,,,,
120,,Hong Kong,ef,2020-03-27,2020-04-12,"The ban on more than four people getting together in public places will apply both indoors and outdoors for two weeks from Sunday, with offenders liable to a fine of up to HK$25,000 and six months in prison.
Restaurants are being ordered to slash the maximum number of customers they can host at any one time by 50 percent, with a cap of four people at each table, and with tables placed at least 1.5 metres apart from each other.
Cinemas, gyms, amusement game centres and other entertainment venues are being told to close from 6pm on Saturday.",,,,,,"indoor person density, nonessential business suspension, outdoor gatherings banned, restaurant limitations, social distancing advice",,https://news.rthk.hk/rthk/en/component/k2/1517200-20200327.htm,,,,,,
121,,Hong Kong,ef,2020-03-25,,The 281 returnees from Hubei were allowed to go home to self-isolate for two weeks with phone based location tracing. Screening was done before departure. The government claimed none of them is tested positive or have symptoms. ,,,,,,"cluster isolation - no symptoms, domestic traveller screening, phone based location tracing",,https://news.rthk.hk/rthk/en/component/k2/1516849-20200325.htm https://news.rthk.hk/rthk/ch/component/k2/1516656-20200325.htm,,,,,,
122,,Hong Kong,ef,2020-03-26,,Around 120 people linked to four bars in Lan Kwai Fong and Wan Chai are to be quarantined after 16 coronavirus cases were tied to the entertainment venues.,,,,,,contact isolation - no symptoms,120.0,https://news.rthk.hk/rthk/en/component/k2/1517006-20200326.htm,,,,,,
123,,Hong Kong,ef,2020-03-25,2020-03-31,"The government has also proposed amending laws to prohibit 8,600 licenced restaurants and bars from selling alcohol in an effort to promote social distancing. Lam added the measure aims to prevent viral transmission in intimate settings.",,,,,,"closure nonessential stores, nonessential business suspension",,https://www.hongkongfp.com/2020/03/23/breaking-coronavirus-hong-kong-ban-foreign-visitors-entry/,,,,,,
124,,Hong Kong,ef,2020-03-05,,"Quotes Xu Deyi, deputy director of the Food and Health Bureau. “as of March 5, 5,271 laboratory samples have been completed, of which four were confirmed cases”",,,,,,testing numbers total,5271.0,https://ourworldindata.org/coronavirus-testing-source-data,,,,,,
125,,Hong Kong,ef,2020-03-20,,"Hong Kong has issued a red outbound travel alert for all countries and territories other than mainland China, Macau and Taiwan amid a surge in global coronavirus cases",,,,,,outbound travel warning,,https://www.hongkongfp.com/2020/03/17/breaking-coronavirus-hong-kong-issues-travel-alert-territories-apart-china-taiwan-macau/,,,,,,
126,,Hong Kong,ef,2020-03-20,,"People arriving in Hong Kong have been issued monitoring bracelets to track their whereabouts, but only a third had been activated. The bracelet contains a QR code that pairs up with a smartphone app which uses the strength of surrounding communications signals like Wi-Fi, Bluetooth and GPS to determine whether a person has left the prescribed location during their 14 days of quarantine. Another person said he called the hotline 12 times before an officer of the Department of Health picked up and told him to wait patiently for the verification code. (Low compliance) ",,,,,,"bracelet based location tracking, phone based location tracing",30.0,https://news.rthk.hk/rthk/en/component/k2/1515722-20200320.htm,,,,,,
127,,Hong Kong,ef,2020-03-25,2020-03-31,"- Hong Kong is to close its borders to many non-residents of the city for 14 days from Wednesday.
Non-residents arriving from the mainland, Macau or Taiwan will still be allowed in, as long as they hadn't been anywhere else in the world in the past 14 days. This applies to citizens as well as foreigners. But those coming from Macau and Taiwan will also have to go into quarantine for 14 days – a rule that had already been imposed on arrivals from everywhere else, including the mainland. In addition, Macau residents who have been in other countries over the past 14 days will still be allowed to fly into Hong Kong airport, but will be taken straight to their home city by coach.
",,,,,,international travel ban - all countries,, https://www.hongkongfp.com/2020/03/23/breaking-coronavirus-hong-kong-ban-foreign-visitors-entry/,,,,,,
128,,Hong Kong,ef,2020-02-08,,Visitors must isolate themselves in hotel rooms or government-run centres. Residents must stay inside their homes. Anyone caught flouting the new rules faces a fine and a prison sentence.,,,,,,"compulsory isolation, confirmed case isolation, quarantine zone",,https://www.bbc.com/news/world-asia-china-51419015,,,,,,
129,,Hong Kong,ef,2020-03-21,2020-04-24,"- The exams for the Hong Kong Diploma of Secondary Education will be postponed and oral exams cancelled. The key tests, which are a reference for university enrollment, will be pushed back to April 24 and schools will remain closed until further notice.
- Only essential government services will be in operation as of Monday. Libraries, museums and leisure facilities will close, after they reopened at the start of March, as Lam urged private sector employers to roll out work-from-home arrangements.
- The government will give two face masks per day to seniors at elderly homes",,,,,,"nonessential business suspension, public announcement, public mask and hygiene supply, remote work, school closure, social distancing, very large event cancellation or postponement, waste water treatment",,https://www.hongkongfp.com/2020/03/21/breaking-civil-servants-work-remotely-school-exams-postponed-hong-kong-sees-spike-coronavirus-cases/,,,,,,
130,,Hong Kong,ef,2020-03-22,,"44 more confirmed, takes the total number of confirmed cases here to 317.
29 out of the 44 new cases had recently come back to Hong Kong from abroad, including nine students who had just returned to HK.",,,,,,"case reporting, imported case, local case",,https://news.rthk.hk/rthk/en/component/k2/1516113-20200322.htm,,,,,,
131,,Hong Kong,ef,2020-03-23,,"39 new virus patients on Mar 23, including a doctor from the Department of Health. Among the newly confirmed infections, at least 30 patients had been overseas recently, with some of them students, foreign domestic helpers and airline workers.
Those believed to have contracted the illness locally include a second musician working in the Lan Kwai Fong entertainment district, and a 32-year-old man who had recently visited the ICBC Tower branch of Pure Fitness.",,,,,,"case reporting, imported case, local case",,https://news.rthk.hk/rthk/en/component/k2/1516317-20200323.htm,,,,,,
